population,seed,arm,timing,comparison,reference_model,comparison_model,metric,reference_value,comparison_value,improvement,ci_lower,ci_upper,confidence_level,n_patients,n_folds,n_bootstrap,n_valid_bootstrap,bootstrap_unit,ci_method,orientation
ftv_complete_375,2026,LOCAL3,T0,C+F+M_vs_C+F,C+F,C+F+M,auprc,0.538897485664505,0.32966634473255374,-0.20923114093195128,-0.27782602984081817,-0.13496848179346932,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL3,T0,C+F+M_vs_C+F,C+F,C+F+M,brier,0.2356217123236572,0.2746834136004967,-0.0390617012768395,-0.0661244743979444,-0.010634539309531973,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,2026,LOCAL3,T1,C+F+M_vs_C+F,C+F,C+F+M,auroc,0.6971526586620925,0.6482332761578045,-0.04891938250428807,-0.10355088958957782,0.007581595707528237,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL3,T1,C+F+M_vs_C+F,C+F,C+F+M,auprc,0.5259975356624463,0.4209662162244224,-0.10503131943802396,-0.16769258736423379,-0.036677617251569546,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL3,T1,C+F+M_vs_C+F,C+F,C+F+M,brier,0.19795462758831528,0.2187685498014889,-0.02081392221317363,-0.0406130840925299,-0.0017531305989378718,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,2026,LOCAL3,T2,C+F+M_vs_C+F,C+F,C+F+M,auroc,0.726106346483705,0.6220583190394511,-0.1040480274442539,-0.15997896679744944,-0.04787099577025123,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL3,T2,C+F+M_vs_C+F,C+F,C+F+M,auprc,0.5400010651611841,0.40821731043473697,-0.1317837547264471,-0.21127230643875825,-0.05077990730347751,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL3,T2,C+F+M_vs_C+F,C+F,C+F+M,brier,0.1887354938947084,0.26047565228365027,-0.07174015838894188,-0.09803767025390908,-0.04593190278442614,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,2026,LOCAL3,T3,C+F+M_vs_C+F,C+F,C+F+M,auroc,0.7154030874785592,0.6174957118353345,-0.09790737564322471,-0.1553745051084834,-0.03365445983944172,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL3,T3,C+F+M_vs_C+F,C+F,C+F+M,auprc,0.5393749537451002,0.3952456199032556,-0.14412933384184468,-0.2195807207479638,-0.0636470799601639,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL3,T3,C+F+M_vs_C+F,C+F,C+F+M,brier,0.19299362818294807,0.24988839076427832,-0.05689476258133025,-0.08043693129708428,-0.032628984598115564,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,3026,LOCAL0,T0,C+F+M_vs_C+F,C+F,C+F+M,auroc,0.6880274442538593,0.6305317324185249,-0.05749571183533442,-0.11449442044438153,0.0005357794509381064,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL0,T0,C+F+M_vs_C+F,C+F,C+F+M,auprc,0.538897485664505,0.4062251239531152,-0.1326723617113898,-0.2019691091036954,-0.059320066718304816,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL0,T0,C+F+M_vs_C+F,C+F,C+F+M,brier,0.2356217123236572,0.23337597353004208,0.002245738793615115,-0.02273468992874568,0.02743106286242868,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,3026,LOCAL0,T1,C+F+M_vs_C+F,C+F,C+F+M,auroc,0.6971526586620925,0.6482332761578045,-0.04891938250428807,-0.11761684730734481,0.016078417156003433,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL0,T1,C+F+M_vs_C+F,C+F,C+F+M,auprc,0.5259975356624463,0.45992823654230697,-0.06606929912013937,-0.15531619377024106,0.017287660023513545,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL0,T1,C+F+M_vs_C+F,C+F,C+F+M,brier,0.19795462758831528,0.23782837571301865,-0.03987374812470337,-0.06948978607810082,-0.011825595014733448,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,3026,LOCAL0,T2,C+F+M_vs_C+F,C+F,C+F+M,auroc,0.726106346483705,0.6646998284734134,-0.06140651801029162,-0.12216777943951862,-0.00040193176519283803,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL0,T2,C+F+M_vs_C+F,C+F,C+F+M,auprc,0.5400010651611841,0.45647681471997587,-0.0835242504412082,-0.16985615726629572,0.001373447995381637,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL0,T2,C+F+M_vs_C+F,C+F,C+F+M,brier,0.1887354938947084,0.23529230666184514,-0.046556812767136746,-0.07355861416815486,-0.019429622607703048,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,3026,LOCAL0,T3,C+F+M_vs_C+F,C+F,C+F+M,auroc,0.7154030874785592,0.6588679245283019,-0.05653516295025729,-0.12227772652800395,0.008483608026141582,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL0,T3,C+F+M_vs_C+F,C+F,C+F+M,auprc,0.5393749537451002,0.4257312372510493,-0.11364371649405097,-0.19746221478639997,-0.02306007775995129,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL0,T3,C+F+M_vs_C+F,C+F,C+F+M,brier,0.19299362818294807,0.24772832731384717,-0.054734699130899095,-0.08581834588662919,-0.02661301108377204,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,3026,LOCAL3,T0,C+F+M_vs_C+F,C+F,C+F+M,auroc,0.6880274442538593,0.6299485420240137,-0.058078902229845575,-0.11557143366437475,0.00043348106351087255,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL3,T0,C+F+M_vs_C+F,C+F,C+F+M,auprc,0.538897485664505,0.3981845931354563,-0.14071289252904873,-0.21285489629522195,-0.06343567866164086,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL3,T0,C+F+M_vs_C+F,C+F,C+F+M,brier,0.2356217123236572,0.24243579483623118,-0.006814082512573982,-0.033281963348074664,0.017065329000498217,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,3026,LOCAL3,T1,C+F+M_vs_C+F,C+F,C+F+M,auroc,0.6971526586620925,0.6579759862778731,-0.0391766723842194,-0.10658660261696257,0.028410184788282004,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL3,T1,C+F+M_vs_C+F,C+F,C+F+M,auprc,0.5259975356624463,0.47004982294581216,-0.05594771271663418,-0.14204517290861274,0.025770858504832773,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL3,T1,C+F+M_vs_C+F,C+F,C+F+M,brier,0.19795462758831528,0.2238766744489745,-0.025922046860659215,-0.05143178948394265,-0.001071704772485111,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,3026,LOCAL3,T2,C+F+M_vs_C+F,C+F,C+F+M,auroc,0.726106346483705,0.675540308747856,-0.050566037735849,-0.11111534455173967,0.010351672056241427,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL3,T2,C+F+M_vs_C+F,C+F,C+F+M,auprc,0.5400010651611841,0.4665531890879071,-0.07344787607327696,-0.1612933960869785,0.020773460546648612,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL3,T2,C+F+M_vs_C+F,C+F,C+F+M,brier,0.1887354938947084,0.23450193072009362,-0.045766436825385226,-0.07329331122331606,-0.01752920176995884,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,3026,LOCAL3,T3,C+F+M_vs_C+F,C+F,C+F+M,auroc,0.7154030874785592,0.682572898799314,-0.03283018867924514,-0.10142693979304461,0.032521644660275836,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL3,T3,C+F+M_vs_C+F,C+F,C+F+M,auprc,0.5393749537451002,0.45430504727953414,-0.08506990646556611,-0.17442469708274913,0.007307199988629436,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL3,T3,C+F+M_vs_C+F,C+F,C+F+M,brier,0.19299362818294807,0.2330489494038298,-0.040055321220881734,-0.07105140170233266,-0.010421150737948805,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
